...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
189280,720106970200256,August,FL,3622.3462,850,40,40,1,NA,38,2,1,2,10,"Native, Born Abroad Of US Parent(s)",5,"Banking and related activities (521, 52211,52219)",1006,"Private, For Profit",No,No,Employed-At Work
189282,721412130300605,August,FL,4139.7448,200,20,39,2,NA,23,1,7,1,2,"Native, Born In US",5,Building material and supplies dealers (4441 exc. 44413),5620,"Private, For Profit",No,No,Employed-At Work
189288,801107021210017,August,FL,3130.5815,1394.8,40,43,1,NA,32,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",1050,"Private, For Profit",No,No,Employed-At Work
189289,801107021210017,August,FL,3586.1217,600,40,39,1,NA,32,1,1,0,0,"Native, Born In US",5,Automobile dealers (4411),7200,"Private, For Profit",No,No,Employed-At Work
189291,802904621996442,August,FL,3792.0835,465,40,39,1,NA,32,1,5,0,0,"Native, Born In US",5,"Navigational, measuring, electromedical, and control instruments manufacturing (3345)",7720,"Private, For Profit",No,No,Employed-At Work
189292,802904621996442,August,FL,4267.9762,600,40,43,2,NA,29,2,7,1,3,"Native, Born In US",5,Hospitals (622),2010,"Private, For Profit",No,No,Employed-At Work
189293,803102661210855,August,FL,4105.0367,619.56,28,42,1,NA,27,2,5,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
189295,820824095112159,August,FL,5213.3705,350,35,40,2,NA,23,2,7,0,0,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4020,"Private, For Profit",No,No,Employed-At Work
189296,821885012907993,August,FL,3791.3621,344,25,39,2,NA,62,2,5,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,No,No,Employed-At Work
189298,862599120239109,August,FL,3741.7605,1384.61,40,44,1,NA,30,1,7,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",735,"Private, For Profit",No,No,Employed-At Work
189299,862599120239109,August,FL,3266.4497,895,40,44,1,NA,31,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
189301,902902771995642,August,FL,4426.4246,173,20,40,2,NA,20,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",5160,"Private, For Profit",No,No,Employed-At Work
189302,902908291998022,August,FL,4142.723,335,40,39,1,NA,21,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4000,"Private, For Profit",No,No,Employed-At Work
189303,902908291998022,August,FL,3640.5124,300,40,39,1,3,23,1,7,0,0,"Native, Born In US",5,Veterinary services (54194),4350,"Private, For Profit",No,No,Employed-At Work
189304,910003951203322,August,FL,3432.3124,865.38,40,40,1,NA,42,2,1,0,0,"Native, Born In US",5,Offices of physicians (6211),5000,"Private, For Profit",No,No,Employed-At Work
189305,910003951203322,August,FL,4502.1302,673.07,40,39,3,NA,42,1,1,0,0,"Native, Born In US",5,** Construction (23),9130,"Private, For Profit",No,No,Employed-At Work
189306,910003951203322,August,FL,3969.7021,230.76,32,40,1,NA,22,1,7,0,0,"Native, Born In US",5,"** Groceries and related products, merchant wholesalers (*4244)",9620,"Private, For Profit",No,No,Employed-At Work
189307,921068140300002,August,FL,3473.2549,2307.69,45,43,1,NA,49,1,3,0,0,"Foreign Born, Not a US Citizen",5,Air transportation (481),7000,"Private, For Profit",No,No,Employed-At Work
189308,921665170108007,August,FL,4303.4061,880,40,39,2,NA,62,1,1,0,0,"Native, Born In US",5,"Seafood and other miscellaneous foods, n.e.c. (3117, 3119)",7855,"Private, For Profit",Yes,NA,Employed-At Work
189309,921665170108007,August,FL,3633.6601,420,40,39,2,NA,57,2,1,0,0,"Native, Born In US",5,Sawmills and wood preservation (3211),9600,"Private, For Profit",No,No,Employed-At Work
189310,929032859129160,August,FL,3693.2652,2302.8,30,40,1,NA,48,2,5,2,10,"Native, Born In US",5,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work
189311,929032859129160,August,FL,3664.496,2200,75,39,1,NA,45,1,4,0,0,"Native, Born In US",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
189312,934062580129500,August,FL,3841.5287,703.84,60,41,1,NA,60,1,1,0,0,"Native, Born In US",5,Religious organizations (8131),5860,"Private, Nonprofit",No,No,Employed-At Work
189313,934062580129500,August,FL,3705.3617,400,40,39,1,NA,59,2,1,0,0,"Native, Born In US",5,Grocery stores (4451),9620,"Private, For Profit",No,No,Employed-At Work
189322,2906091498422,August,FL,3566.9416,600,40,42,4,NA,49,1,1,2,3,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3655,"Private, Nonprofit",No,No,Employed-At Work
189324,2906951299682,August,FL,3757.8337,634.61,40,40,1,3,52,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Services incidental to transportation (488),9130,"Private, For Profit",No,No,Employed-At Work
189326,6032643100831,August,FL,3420.9022,1120,40,39,1,NA,50,1,1,2,10,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",6230,"Private, For Profit",Yes,NA,Employed-At Work
189329,7104053210883,August,FL,3198.1614,620,40,40,1,2,47,2,5,1,3,"Native, Born In US",5,Employment services (5613),5940,"Private, Nonprofit",No,No,Employed-At Work
189337,9102923210588,August,FL,3604.021,560,40,40,1,NA,51,2,1,2,10,"Native, Born In US",5,Legal services (5411),8220,"Private, For Profit",No,No,Employed-At Work
189338,9102923210588,August,FL,3255.7199,1346,50,39,1,NA,52,1,1,2,10,"Native, Born In US",5,Other transportation equipment manufacturing (3369),20,"Private, For Profit",No,No,Employed-At Work
189339,10000971622252,August,FL,3646.4231,2884,40,43,1,NA,57,1,1,0,0,"Native, Born In US",5,Services incidental to transportation (488),430,"Private, For Profit",No,No,Employed-At Work
189344,10006951269682,August,FL,3968.4272,461,40,42,2,NA,26,2,7,0,0,"Native, Born In US",5,"Health and personal care, except drug, stores (446 exc. 44611)",4965,"Private, For Profit",No,No,Employed-At Work
189346,10006951839682,August,FL,3400.2916,673.07,32,42,1,3,62,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Air transportation (481),5410,"Private, For Profit",Yes,NA,Employed-At Work
189347,10006951839682,August,FL,4332.0445,673.07,40,39,1,3,27,1,7,0,0,"Native, Born In US",5,"Other consumer goods rental (53221, 53222, 53229, 5323)",4710,"Private, For Profit",No,No,Employed-At Work
189348,10009971015622,August,FL,3628.3252,961,50,43,1,NA,47,1,5,0,0,"Native, Born In US",5,Landscaping services (56173),4250,"Private, For Profit",No,No,Employed-At Work
189349,10042560100191,August,FL,3628.3252,1106.32,44,42,1,NA,46,1,1,2,10,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",7000,"Private, For Profit",No,No,Employed-At Work
189350,10042560100191,August,FL,3498.8701,1500,40,43,1,NA,44,2,1,2,10,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",800,"Private, For Profit",No,No,Employed-At Work
189352,10210015199144,August,FL,3709.0791,1596,40,39,1,NA,63,1,5,0,0,"Native, Born In US",5,** Construction (23),6230,"Private, For Profit",No,No,Employed-At Work
189353,10210015199144,August,FL,4051.528,1225,40,43,1,NA,64,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2330,Government - Local,Yes,NA,Employed-Absent
189355,10210078587547,August,FL,4015.3547,1423,40,39,1,NA,64,2,1,0,0,"Native, Born In US",5,Medical equipment and supplies manufacturing (3391),20,"Private, For Profit",No,No,Employed-At Work
189360,10210120536382,August,FL,3297.5394,400,40,33,1,1,33,1,1,3,3,"Foreign Born, Not a US Citizen",5,** Construction (23),6440,"Private, For Profit",No,No,Employed-At Work
189362,10210133790900,August,FL,3709.0791,2884,40,44,1,NA,64,1,1,2,4,"Native, Born In US",5,**Newspaper publishers (51111),10,"Private, For Profit",No,No,Employed-At Work
189366,10210135147286,August,FL,3468.8657,340,30,33,1,6,22,1,1,0,0,"Foreign Born, Not a US Citizen",5,** Construction (23),6515,"Private, For Profit",No,No,Employed-At Work
189370,10210148540518,August,FL,3635.2199,442,50,41,1,1,42,1,1,1,4,"Foreign Born, Not a US Citizen",5,Offices of dentists (6212),8760,"Private, For Profit",No,No,Employed-At Work
189373,10210153327156,August,FL,3363.1094,1884.61,40,43,1,NA,41,1,1,1,1,"Native, Born In US",5,Air transportation (481),9030,"Private, For Profit",Yes,NA,Employed-At Work
189374,10210153327156,August,FL,3205.3318,1535,35,43,1,NA,34,2,1,1,1,"Native, Born In US",5,Air transportation (481),9030,"Private, For Profit",Yes,NA,Employed-At Work
189375,10210156089503,August,FL,3624.1613,1153.84,50,43,1,NA,46,2,1,2,8,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1006,"Private, For Profit",No,No,Employed-At Work
189378,10210225097260,August,FL,3198.1614,783.7,40,43,1,3,48,2,1,0,0,"Foreign Born, Not a US Citizen",5,Real estate (531),5700,"Private, For Profit",No,No,Employed-At Work
189379,10210238178936,August,FL,3453.1273,600,40,39,1,NA,49,1,1,2,10,"Foreign Born, US Cit By Naturalization",5,Taxi and limousine service (4853),9140,"Private, For Profit",No,No,Employed-At Work
189382,10210295394460,August,FL,4406.1604,865,40,40,2,NA,61,1,6,0,0,"Native, Born In US",5,** Services to buildings and dwellings (5617 exc. 56173),4200,"Private, For Profit",No,No,Employed-At Work
189388,10210418926425,August,FL,5211.1172,200,2,40,2,NA,30,1,7,0,0,"Native, Born In US",5,Car washes (811192),9610,"Private, For Profit",No,No,Employed-At Work
189391,10210471086025,August,FL,3888.9389,211,20,40,1,7,24,2,7,0,0,"Foreign Born, Not a US Citizen",5,****Department stores and discount stores (s45211),4720,"Private, For Profit",No,No,Employed-At Work
189393,12739120779101,August,FL,3640.5232,1200,40,40,1,7,55,1,1,0,0,"Foreign Born, Not a US Citizen",5,Services incidental to transportation (488),20,"Private, For Profit",No,No,Employed-At Work
189400,20052225102161,August,FL,4094.5227,192,24,37,2,NA,19,2,7,0,0,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),5240,"Private, For Profit",No,No,Employed-At Work
189404,20052225102161,August,FL,2870.5449,769,40,39,2,NA,49,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Restaurants and other food services (722 exc. 7224),7210,"Private, For Profit",No,No,Employed-At Work
189406,21438100308705,August,FL,3413.4087,1050,35,43,1,NA,36,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work
189407,21455042907898,August,FL,3781.451,640,40,44,1,NA,45,2,7,0,0,"Native, Born In US",5,Outpatient care centers (6214),2025,"Private, For Profit",No,No,Employed-At Work
189408,21455140101808,August,FL,3468.2948,504,40,39,1,1,35,1,1,3,13,"Foreign Born, Not a US Citizen",5,"Iron and steel mills and steel product manufacturing (3311, 3312)",8140,"Private, For Profit",No,No,Employed-At Work
189410,21969180100506,August,FL,4046.6805,750,50,40,1,NA,23,1,7,0,0,"Native, Born In US",5,Employment services (5613),1550,"Private, For Profit",No,No,Employed-At Work
189411,21979130100003,August,FL,3786.8747,769,40,44,1,NA,51,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),230,Government - Local,Yes,NA,Employed-At Work
189412,21979130100003,August,FL,3420.9022,1200,40,45,1,NA,52,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
189413,22196519200752,August,FL,3475.1077,1730.76,50,44,1,5,35,1,1,1,2,"Native, Born In US",5,Real estate (531),4920,"Private, For Profit",Yes,NA,Employed-At Work
189414,22196519200752,August,FL,3211.6282,961.53,40,42,1,NA,33,2,1,1,2,"Foreign Born, Not a US Citizen",5,** Construction (23),220,"Private, For Profit",No,No,Employed-At Work
189415,30062433101521,August,FL,4036.141,1050,35,43,1,NA,28,2,1,1,1,"Native, Born In US",5,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work
189416,30062433101521,August,FL,3525.9351,1086.15,45,39,1,NA,30,1,1,1,1,"Native, Born In US",5,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work
189418,33052143120300,August,FL,4227.3655,315,30,43,1,NA,63,2,1,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4700,"Private, For Profit",No,No,Employed-At Work
189427,46052322104461,August,FL,4018.073,900,50,41,1,NA,25,1,7,0,0,"Native, Born In US",5,** Construction (23),6420,"Private, For Profit",Yes,NA,Employed-At Work
189432,50123003312430,August,FL,4086.354,1105,40,39,2,NA,37,2,5,3,14,"Native, Born In US",5,Insurance carriers and related activities (524),3540,Government - Local,No,No,Employed-At Work
189436,52251220984695,August,FL,3997.7133,1153,40,45,1,NA,58,1,1,0,0,"Native, Born In US",5,Offices of dentists (6212),3010,Government - Federal,No,No,Employed-At Work
189438,52251220984695,August,FL,4222.3077,430,40,40,1,NA,24,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work
189439,57021220910992,August,FL,3757.8337,403.84,40,43,1,3,51,1,1,2,4,"Foreign Born, Not a US Citizen",5,Hospitals (622),3655,Government - Local,No,No,Employed-At Work
189442,57841220014701,August,FL,4365.8366,230.76,16,42,1,NA,27,1,7,0,0,"Native, Born In US",5,Offices of physicians (6211),3220,"Private, For Profit",No,No,Employed-At Work
189443,57841220014701,August,FL,4365.8366,865,40,44,1,NA,29,1,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1430,"Private, For Profit",No,No,Employed-At Work
189444,57841220014701,August,FL,6283.0356,480,30,43,7,NA,24,2,7,0,0,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4430,"Private, For Profit",No,No,Employed-At Work
189445,57841220014701,August,FL,3831.1042,330.89,29,43,1,NA,30,1,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",7010,Government - State,No,No,Employed-At Work
189447,59032643100471,August,FL,3614.3729,350,30,40,2,NA,42,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
189448,60311220980091,August,FL,3602.994,673,40,40,1,NA,49,1,7,0,0,"Native, Born In US",5,Building material and supplies dealers (4441 exc. 44413),4760,"Private, For Profit",No,No,Employed-At Work
189449,62052430101341,August,FL,3390.3593,1680,60,42,1,NA,52,1,1,2,3,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
189455,66062542100311,August,FL,4689.8123,900,40,44,2,NA,36,1,1,0,0,"Native, Born In US",5,Hospitals (622),2000,"Private, For Profit",No,No,Employed-At Work
189458,66401220965991,August,FL,4057.72,211,20,40,1,3,20,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
189459,69032904101531,August,FL,3349.9145,400,40,39,2,NA,54,1,1,0,0,"Native, Born In US",5,Other general government and support (92119),4220,Government - Local,Yes,NA,Employed-At Work
189461,69351220960895,August,FL,3962.0204,430,40,36,1,NA,55,1,1,0,0,"Native, Born In US",5,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
189462,69351220960895,August,FL,3793.8363,310,40,34,1,NA,56,2,1,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),4700,"Private, For Profit",No,No,Employed-At Work
189464,70072239102211,August,FL,4716.1911,1923,40,43,6,3,45,2,1,1,3,"Foreign Born, US Cit By Naturalization",5,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work
189465,70072239102211,August,FL,4049.7649,170,20,40,1,3,22,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work
189466,73062207102801,August,FL,3529.9819,2884.61,40,44,1,NA,64,1,1,0,0,"Native, Born In US",5,Legal services (5411),10,"Private, For Profit",No,No,Employed-At Work
189469,81072144120570,August,FL,3296.3291,450,40,40,2,NA,54,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Nursing care facilities (6231),3600,"Private, For Profit",Yes,NA,Employed-Absent
189470,82052507100851,August,FL,3671.7492,1000,40,39,1,NA,34,1,1,1,3,"Native, Born In US",5,Not specified utilities (Part of 22),20,"Private, For Profit",No,No,Employed-At Work
189471,82052507100851,August,FL,3205.3318,995.2,40,45,1,NA,32,2,1,1,3,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",800,Government - Local,No,No,Employed-At Work
189473,83981220018306,August,FL,3168.434,576.92,40,39,1,3,51,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work
